,Source_Name,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Index,Unc_PL_Index,CLASS,ASSOC1,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,Redshift,SED_class,nu_syn,nuFnu_syn,Variability_Index,Frac_Variability,Unc_Frac_Variability,Highest_energy
211,4FGL J0350.8-2814,1.10893225e-10,3.177036e-11,2.1205704e-12,4.4419844e-13,PowerLaw,1.7064273,0.16540977,bll,GALEXASC J035051.31-281633.0,57.71383285522461,-28.27577781677246,0.0089999996125698,-inf,HSP,1.52405272e+16,5.222543e-13,9.768265,0.0,10.0,41.8024
212,4FGL J0352.9-3623,1.4063796e-10,2.7581432e-11,2.1546686e-12,4.5455182e-13,LogParabola,1.6297296,0.10441958,bll,XRS J0353-3623,58.27119827270508,-36.38560104370117,0.0044999998062849,-inf,ISP,524807456000000.0,9.594802e-13,11.747042,0.3210334,0.34620175,-inf
213,4FGL J0353.0-6831,2.3391009e-10,3.512548e-11,3.4525577e-12,5.1530216e-13,PowerLaw,1.6694659,0.08874542,bll,PKS 0352-686,58.2400016784668,-68.52140045166016,0.0044999998062849,0.087,HSP,6.0255958e+17,9.289129e-12,8.323181,0.0,10.0,60.1049
214,4FGL J0353.7+8257,1.2458876e-10,2.6048903e-11,1.8858352e-12,3.828772e-13,PowerLaw,1.6954374,0.11425402,bll,WN B0343.1+8247,58.2855164958,82.9420708667,8.900000239009387e-07,0.0694,HSP,3548133950000000.0,2.7669798e-12,10.586179,0.12081659,0.9911567,222.791
215,4FGL J0354.7+8009,3.0089914e-10,3.2496086e-11,4.2068146e-12,4.5486255e-13,PowerLaw,2.265664,0.0832399,bll,S5 0346+80,58.692191975,80.1580130556,1.1000000199601345e-07,-inf,LSP,10964782000000.0,6.7833776e-13,274.1263,2.075896,0.49840447,-inf
216,4FGL J0357.0-4955,4.10372e-10,3.5011775e-11,4.7339285e-12,4.2654744e-13,PowerLaw,2.1679177,0.06323009,bll,PKS 0355-500,59.2507743917,-49.9301731944,5.700000201613875e-06,0.643,ISP,630957340000000.0,1.916386e-12,11.260402,0.114377916,0.15600765,42.8643
217,4FGL J0358.1-5954,1.6323577e-10,2.6194808e-11,2.2207962e-12,3.5211908e-13,PowerLaw,2.336891,0.11991774,bll,AT20G J035814-595233,59.55833053588867,-59.875919342041016,0.0044999998062849,0.047516,,0.0,0.0,10.106733,0.0,10.0,-inf
218,4FGL J0359.0-3053,1.9309412e-10,3.03937e-11,2.1167174e-12,3.9131786e-13,PowerLaw,1.9283414,0.11012136,bll,NVSS J035856-305446,59.73419952392578,-30.91279983520508,0.0089999996125698,0.65,HSP,3.16227769e+16,2.644119e-12,17.617462,0.4408574,0.23695365,62.4231
219,4FGL J0359.4-2616,2.0955004e-10,3.4931637e-11,2.3158498e-12,4.4202375e-13,PowerLaw,2.3178446,0.13290241,bll,PKS 0357-264,59.8903410583,-26.2587031444,2.7999999474559445e-07,-inf,LSP,13182567400000.0,3.6200201e-13,8.551257,0.055831775,0.9533994,11.7044
220,4FGL J0402.0-2616,5.940073e-10,5.3248593e-11,4.9953765e-12,5.4330265e-13,LogParabola,2.1336176,0.06307884,bll,PKS 0359-264,60.5032710125,-26.2609480417,2.699999868127634e-07,1.92,LSP,39810719000000.0,1.1945298e-12,31.21241,0.44498998,0.1472203,21.93
221,4FGL J0403.5-2437,2.3110537e-10,3.5358397e-11,2.3858892e-12,4.3705165e-13,PowerLaw,2.4295244,0.10978598,bll,TXS 0401-248,60.9239002625,-24.7356830167,3.099999901223782e-07,0.598,LSP,5533501200000.0,1.7303342e-12,25.92794,0.5557283,0.20262466,-inf
222,4FGL J0407.5+0741,8.120007e-10,6.345299e-11,9.242746e-12,7.652447e-13,PowerLaw,2.3113482,0.056702238,bll,TXS 0404+075,61.8711945083,7.70207530556,9.499999720219421e-08,1.133,LSP,6918309900000.0,1.2151476e-12,32.0582,0.37307858,0.120218806,25.2408
223,4FGL J0409.8-0359,6.773752e-10,5.94643e-11,4.001383e-12,5.8693474e-13,LogParabola,2.06075,0.0638127,bll,NVSS J040946-040003,62.4441103667,-4.00098706944,3.700000092976552e-07,-inf,ISP,120226444000000.0,2.4871101e-12,37.34543,0.51385456,0.1569807,15.5136
224,4FGL J0416.9+0105,6.1713135e-10,5.6214405e-11,8.324766e-12,7.7554255e-13,PowerLaw,1.8760538,0.06446513,bll,1ES 0414+009,64.2187271,1.089972025,1.5999999902760464e-07,0.287,HSP,4.8977883e+16,1.114528e-11,22.864872,0.36804402,0.1439248,256.636
225,4FGL J0420.3-6016,1.7921954e-10,2.6778e-11,1.9229735e-12,3.338367e-13,PowerLaw,2.1247096,0.13022952,bll,1RXS J042012.8-601446,65.05341339111328,-60.24617767333984,0.0089999996125698,-inf,,0.0,0.0,17.017368,0.5023561,0.2434667,49.5143
226,4FGL J0422.3+1951,4.852057e-10,6.191413e-11,5.6533736e-12,7.8728945e-13,PowerLaw,2.062935,0.093373135,bll,MS 0419.3+1943,65.57710266113281,19.848100662231445,0.0089999996125698,0.512,LSP,22646444000000.0,3.6970218e-13,20.565876,0.4254248,0.19213422,79.4469
227,4FGL J0424.7+0036,1.6738525e-09,7.532621e-11,1.9591353e-11,8.9860796e-13,PowerLaw,2.2133434,0.03509554,bll,PKS 0422+00,66.1951752667,0.601758188889,6.799999852091787e-08,0.268,LSP,46773515000000.0,9.233642e-12,50.19206,0.2932781,0.082976796,48.7251
228,4FGL J0424.9-5331,7.6356155e-10,4.769041e-11,9.719711e-12,5.166097e-13,LogParabola,2.264519,0.04253534,bll,PMN J0425-5331,66.2678048375,-53.5328498139,5.900000132896821e-07,0.39,LSP,83176379000000.0,4.2130054e-12,86.55451,0.49129513,0.12852603,19.1922
229,4FGL J0428.6-3756,2.3684994e-08,2.4670235e-10,2.138448e-10,2.9674683e-12,LogParabola,2.0977023,0.006295787,bll,PKS 0426-380,67.1684344625,-37.9387723944,7.500000265281416e-08,1.11,LSP,4786301200000.0,7.1447657e-12,3498.5955,0.44459352,0.10509496,116.546
230,4FGL J0429.3-3238,1.2769896e-10,2.7228275e-11,1.2850146e-12,3.2988998e-13,PowerLaw,2.0138853,0.15241633,bll,NVSS J042900-323638,67.25080108642578,-32.610801696777344,0.0089999996125698,0.51,ISP,534564347000000.0,6.3738375e-13,7.4957952,0.0,10.0,-inf
231,4FGL J0430.3-2507,3.731932e-10,3.9391494e-11,4.228737e-12,4.939361e-13,PowerLaw,2.1764174,0.08137257,bll,PMN J0430-2507,67.5668169,-25.1274892472,4.100000126072701e-07,0.516,ISP,451855960000000.0,1.1193606e-12,9.106675,0.044730026,0.6066727,24.5266
232,4FGL J0431.8+7403,4.5532156e-10,3.9660625e-11,5.7805696e-12,5.1398095e-13,PowerLaw,1.9771323,0.0633547,bll,GB6 J0431+7403,67.937817075,74.0574213806,7.099999947968172e-07,-inf,HSP,3890451440000000.0,1.5061597e-12,30.72355,0.40824234,0.14061835,77.8493
233,4FGL J0433.1+3227,3.5331305e-10,5.650343e-11,4.1095894e-12,6.4671776e-13,PowerLaw,1.8911694,0.10611207,bll,NVSS J043307+322840,68.2814624542,32.4780094444,1.600000018697756e-06,-inf,HSP,7328245500000000.0,1.510821e-12,13.022778,0.28029016,0.26315492,62.0486
234,4FGL J0433.6+2905,3.029705e-09,1.1955872e-10,2.9497554e-11,1.7156345e-12,LogParabola,2.0779393,0.02766961,bll,MG2 J043337+2905,68.4076244292,29.0987436333,6.799999852091787e-08,0.97,LSP,2018366320000.0,5.1713034e-13,178.1972,0.5286141,0.13108526,84.2728
235,4FGL J0434.1-2014,3.374909e-10,3.8624656e-11,4.0329797e-12,4.641939e-13,PowerLaw,2.2680705,0.07775516,bll,TXS 0431-203,68.5329756167,-20.2547603778,2.200000039920269e-07,0.928,ISP,112201843000000.0,1.0971803e-12,25.50709,0.45006576,0.16688593,-inf
236,4FGL J0434.4-2342,2.3636768e-10,3.4760556e-11,3.3776844e-12,4.651898e-13,PowerLaw,2.4102485,0.10151687,bll,PMN J0434-2342,68.6207279458,-23.7014916361,5.599999894911889e-07,-inf,,0.0,0.0,6.9447546,0.0,10.0,14.3432
237,4FGL J0434.7+0922,6.793739e-10,5.9088096e-11,7.9780635e-12,7.409858e-13,PowerLaw,1.9539424,0.06215836,bll,TXS 0431+092,68.6707945792,9.39686613056,8.399999842367833e-07,-inf,,0.0,0.0,33.912876,0.48175845,0.15083992,119.618
238,4FGL J0438.9-4521,7.596745e-10,4.6389316e-11,8.5524955e-12,6.512318e-13,PowerLaw,2.4172163,0.043935254,bll,PKS 0437-454,69.7535611042,-45.3729341806,6.799999852091787e-08,2.017,LSP,5445026600000.0,1.1980667e-12,29.904892,0.21428913,0.074786484,49.2876
239,4FGL J0439.8-1859,4.203056e-10,4.1078575e-11,4.7738124e-12,5.717724e-13,PowerLaw,1.8853519,0.06735217,bll,1SXPS J043949.5-190102,69.957216375,-19.0170601,2.900000026784255e-07,-inf,,0.0,0.0,14.239793,0.24719091,0.15931858,53.716
240,4FGL J0440.2-2458,1.7891777e-10,3.0720516e-11,2.8680107e-12,5.1897446e-13,PowerLaw,1.6289209,0.09878522,bll,RBS 0570,70.077614825,-24.9925868194,2.100000074278796e-06,0.6,ISP,226464432000000.0,7.4586463e-13,8.240134,0.0,10.0,76.8886
241,4FGL J0440.8+2749,7.8168155e-10,6.830061e-11,8.949967e-12,8.427166e-13,PowerLaw,2.0404506,0.063802026,bll,B2 0437+27B,70.2098539167,27.8463597472,2.0999999605919586e-07,-inf,ISP,334965439000000.0,2.050893e-12,8.600688,0.0,10.0,23.0219
242,4FGL J0441.5+1505,3.326906e-10,6.7634225e-11,3.936586e-12,8.242264e-13,PowerLaw,2.0345695,0.1327858,bll,1RXS J044127.8+150455,70.36419677734375,15.082200050354004,0.0089999996125698,0.109,HSP,1.39476164e+16,1.3572568e-12,6.4997253,0.0,10.0,50.7567
243,4FGL J0442.7+6142,3.7348408e-10,5.1941756e-11,4.073971e-12,6.195903e-13,PowerLaw,1.9801347,0.09381784,bll,GB6 J0442+6140,70.669368925,61.6776179944,1.9000000293090125e-06,-inf,,0.0,0.0,5.1218944,0.0,10.0,92.5723
244,4FGL J0443.4-4152,1.6702748e-10,2.917227e-11,1.6952436e-12,3.625043e-13,PowerLaw,1.8691813,0.11843017,bll,1RXS J044328.4-415151,70.86833190917969,-41.86558151245117,0.0089999996125698,0.39,,0.0,0.0,8.536736,0.0,10.0,82.0994
245,4FGL J0448.6-1632,7.829267e-10,5.245109e-11,9.031048e-12,7.360898e-13,PowerLaw,1.9047438,0.04744826,bll,RBS 0589,72.1567769417,-16.5453451944,4.100000126072701e-07,0.32,HSP,1.85353158e+16,3.3891438e-12,18.588167,0.22496301,0.10201427,141.448
246,4FGL J0449.4-4350,1.1330731e-08,1.7465093e-10,1.0391273e-10,2.589236e-12,LogParabola,1.8604484,0.010165657,bll,PKS 0447-439,72.3529092792,-43.8358228333,7.400000185953104e-07,0.205,HSP,4466836050000000.0,2.667049e-11,338.41333,0.2756535,0.06657468,444.037
247,4FGL J0453.1+6322,3.316717e-10,5.130241e-11,3.9721356e-12,6.0120946e-13,PowerLaw,2.0838635,0.11520762,bll,NVSS J045312+632117,73.3018915875,63.3549606889,9.699999736767495e-07,-inf,,0.0,0.0,17.527855,0.415874,0.20823364,42.2776
248,4FGL J0500.6-4911,2.1651955e-10,2.944654e-11,2.1510428e-12,4.0125214e-13,PowerLaw,1.8429347,0.09437351,bll,PMN J0500-4912,75.16166687011719,-49.20460891723633,0.0044999998062849,-inf,,0.0,0.0,19.705154,0.4694071,0.21696994,200.028
249,4FGL J0502.5+1340,3.7867692e-10,5.3357756e-11,3.638803e-12,6.851947e-13,PowerLaw,2.231509,0.10611515,bll,PKS 0459+135,75.6384146542,13.6363774583,8.199999967928306e-08,-inf,LSP,9332543500000.0,2.1160844e-12,21.954426,0.6067886,0.22725175,13.1228
250,4FGL J0502.9+6533,1.1009804e-10,2.985315e-11,1.4638321e-12,3.6803067e-13,PowerLaw,1.729152,0.14945258,bll,1E 0458.1+6530,75.7742207625,65.5669872361,1.3999999737279722e-06,-inf,HSP,8.912509e+16,4.6852847e-12,1.8473626,0.0,10.0,66.9516
251,4FGL J0503.5-1116,2.4299274e-10,4.0646767e-11,2.3905047e-12,4.8293644e-13,PowerLaw,1.9005953,0.11403859,bll,1RXS J050335.6-111504,75.89710235595703,-11.25189971923828,0.0089999996125698,0.57,,0.0,0.0,11.544112,0.20166121,0.3371165,59.3601
252,4FGL J0505.6+0415,5.50258e-10,6.464198e-11,6.4225942e-12,7.685967e-13,PowerLaw,1.9415581,0.084292606,bll,MG1 J050533+0415,76.3948711583,4.26516068889,2.6000000730164174e-07,0.0272,HSP,3019951760000000.0,2.3161037e-12,9.703428,0.10376898,0.2855393,104.422
253,4FGL J0505.6-1558,2.5826205e-10,3.798349e-11,2.759872e-12,4.6969823e-13,PowerLaw,2.061194,0.10600736,bll,TXS 0503-160,76.4232500167,-15.9772583778,3.099999901223782e-07,-inf,LSP,91201080000000.0,1.269495e-12,21.657442,0.48636898,0.22247827,30.1722
254,4FGL J0505.8-3817,2.288949e-10,3.1903976e-11,2.1633869e-12,3.839795e-13,PowerLaw,2.0471346,0.107195325,bll,1RXS J050559.9-382059,76.5069580078125,-38.348751068115234,0.0044999998062849,0.182,,0.0,0.0,24.024376,0.5855314,0.22785993,91.0967
255,4FGL J0506.0+6113,6.3025646e-10,5.386339e-11,6.576166e-12,6.556452e-13,PowerLaw,2.0297406,0.06282053,bll,RX J0505.9+6113,76.4949377917,61.2266549111,2.900000026784255e-07,-inf,ISP,245470887000000.0,8.6256333e-13,18.449553,0.28062367,0.12868123,141.787
256,4FGL J0506.7-0857,3.6646747e-10,4.3571327e-11,4.2687373e-12,5.5129046e-13,PowerLaw,2.194421,0.09104029,bll,1WGA J0506.6-0857,76.6662870333,-8.96716648889,4.999999987376214e-07,-inf,ISP,851138030000000.0,1.0822461e-12,18.139265,0.37067556,0.16863357,49.0893
257,4FGL J0506.9+0323,2.849791e-10,4.3909668e-11,3.5223543e-12,5.527239e-13,PowerLaw,1.9729149,0.11175939,bll,NVSS J050650+032401,76.7089499667,3.39965659167,4.0000000467443897e-07,-inf,,0.0,0.0,9.321519,0.0,10.0,97.0129
258,4FGL J0506.9-5435,5.0798665e-10,4.2792568e-11,6.7925444e-12,7.794048e-13,LogParabola,1.6558244,0.04904855,bll,1ES 0505-546,76.740903575,-54.5843951111,5.100000180391362e-06,0.26,HSP,1.65958696e+16,4.5205888e-12,15.857242,0.21564046,0.11980488,130.339
259,4FGL J0507.9+6737,1.5232705e-09,6.180098e-11,2.583343e-11,1.1836916e-12,PowerLaw,1.5779337,0.024053078,bll,1ES 0502+675,76.9840495292,67.6234000972,1.8999999440438842e-07,0.416,HSP,9.4406087e+16,1.9117232e-11,56.324696,0.29584914,0.082728475,609.534
260,4FGL J0509.4+0542,8.022981e-09,1.6352078e-10,5.7225894e-11,2.004703e-12,LogParabola,2.0791097,0.014290541,bll,TXS 0506+056,77.3581852833,5.69314818611,8.199999967928306e-08,0.3365,ISP,354813389000000.0,2.0160625e-11,1140.2375,0.6656028,0.15789042,159.309
261,4FGL J0509.6+8425,8.311896e-11,2.5656432e-11,2.1731087e-12,4.3999017e-13,PowerLaw,2.8222904,0.19602467,bll,S5 0454+84,77.1765147375,84.5345955944,6.799999852091787e-08,1.34,,0.0,0.0,9.249552,0.0,10.0,-inf
262,4FGL J0509.6-0402,2.6260977e-10,4.4129745e-11,3.2534164e-12,5.6171333e-13,PowerLaw,2.028077,0.13399728,bll,1H 0506-039,77.4090791125,-4.01269116389,1.600000018697756e-06,0.304,HSP,1.51356125e+17,5.0458227e-12,10.769814,0.26900992,0.31650952,15.7269
263,4FGL J0513.9-3746,1.15731494e-10,2.6796046e-11,9.100671e-12,9.759475e-13,PowerLaw,2.589636,0.16239299,bll,NVSS J051404-374607,78.51671600341797,-37.768028259277344,0.0045,-inf,LSP,12882495400000.0,3.5554616e-13,12.494948,0.45113385,0.41992968,-inf
264,4FGL J0515.8+1527,1.3556938e-09,8.001556e-11,1.700709e-11,1.0594864e-12,PowerLaw,1.941876,0.042024426,bll,GB6 J0515+1527,78.9473052625,15.4546089694,1.8000000068241206e-07,-inf,ISP,168849593000000.0,1.8518167e-12,41.07155,0.37538463,0.11066274,67.5594
265,4FGL J0516.4+7350,3.9361459e-10,3.6212946e-11,4.511215e-12,4.8025673e-13,PowerLaw,1.8775688,0.06372174,bll,GB6 J0516+7350,79.1301260917,73.8524047944,2.299999977140033e-07,0.251,HSP,7943282200000000.0,1.712336e-12,4.7545567,0.0,10.0,191.071
266,4FGL J0516.7-6207,2.08277e-09,7.271081e-11,2.3266784e-11,1.0428786e-12,LogParabola,2.1759207,0.024544107,bll,PKS 0516-621,79.1871923708,-62.1181636917,6.799999852091787e-08,1.3,LSP,4591980100000.0,3.274847e-12,211.08134,0.44070387,0.10827837,55.0113
267,4FGL J0521.6+0103,2.6075905e-10,4.338877e-11,2.707453e-12,5.134589e-13,PowerLaw,1.9776596,0.11586347,bll,NVSS J052140+010257,80.4200452583,1.04879917222,5.200000146032835e-07,1.496474,LSP,31622776800000.0,1.0697418e-12,20.284046,0.646557,0.29930902,38.5056
268,4FGL J0525.8-0052,4.7394466e-10,5.3161635e-11,6.039708e-12,7.028598e-13,PowerLaw,2.097592,0.078670986,bll,PMN J0525-0051,81.47758755,-0.861208138889,5.200000146032835e-07,1.2,LSP,46773515000000.0,1.0401093e-12,28.10226,0.56128556,0.19483636,16.1875
269,4FGL J0528.7-5920,2.8104322e-10,3.2934457e-11,3.4275553e-12,4.247038e-13,PowerLaw,2.0590432,0.089413114,bll,1RXS J052846.9-592000,82.1918658,-59.3343763611,1.1663375971693313e-06,1.13,HSP,1584893130000000.0,1.1925017e-12,14.735277,0.24827862,0.20458865,39.0677
270,4FGL J0532.0-4827,3.959547e-09,1.04278544e-10,4.487603e-11,1.5146085e-12,LogParabola,2.186254,0.018361809,BLL,PMN J0531-4827,82.9942294458,-48.4599925417,8.499999921696144e-07,-inf,ISP,162181002000000.0,9.045551e-12,3040.9233,1.4926238,0.352491,49.5571
271,4FGL J0536.4-3343,8.133405e-10,7.255243e-11,1.0895137e-11,9.65749e-13,PowerLaw,1.7692937,0.05600751,bll,1RXS J053629.4-334302,84.121114775,-33.7173509806,6.700000199089118e-07,0.34,HSP,1.38038424e+16,7.534371e-12,19.25331,0.25079224,0.115241416,100.148
272,4FGL J0537.7-5717,3.8087586e-10,3.7367616e-11,4.2905787e-12,4.748003e-13,PowerLaw,2.0128891,0.071437955,bll,1RXS J053749.3-571844,84.4539633375,-57.3083584611,1.2999999853491316e-05,1.55,HSP,2238721100000000.0,2.1143115e-12,12.830801,0.217306,0.15570183,20.0777
273,4FGL J0538.2-3910,1.7813385e-10,3.1182144e-11,2.245561e-12,4.162448e-13,PowerLaw,1.9636701,0.120996036,bll,NVSS J053810-390844,84.5431830875,-39.1451270056,2.6000000161729986e-06,0.44,HSP,2.2908677e+16,1.7657207e-12,31.06435,1.0260667,0.34286264,128.827
274,4FGL J0538.8-4405,1.7471711e-08,2.029295e-10,1.9930405e-10,2.6042855e-12,LogParabola,2.1106517,0.006876438,BLL,PKS 0537-441,84.7098398292,-44.0858163639,6.799999852091787e-08,0.892,LSP,6237348400000.0,2.4626008e-11,9772.992,0.8511364,0.20078394,145.723
275,4FGL J0540.5+5823,5.945328e-10,5.1292876e-11,7.389258e-12,6.4749405e-13,PowerLaw,1.9356352,0.061260007,bll,GB6 J0540+5823,85.1250400333,58.3940154333,3.099999901223782e-07,-inf,HSP,3.27340696e+16,5.2734037e-12,15.657265,0.2419528,0.13253716,176.796
276,4FGL J0543.9-5531,1.6672141e-09,6.9883384e-11,1.7505605e-11,1.1015433e-12,LogParabola,1.7637902,0.027067762,bll,1RXS J054357.3-553206,85.9883846042,-55.5353685556,3.3477954275440425e-07,0.273,HSP,4.8977883e+16,8.058329e-12,56.882412,0.2959704,0.08349381,230.878
277,4FGL J0546.9-2206,9.805405e-11,2.8258961e-11,1.2134205e-12,3.5878475e-13,PowerLaw,1.879966,0.17396685,bll,1RXS J054656.9-220500,86.7332992553711,-22.08169937133789,0.0089999996125698,0.28,,0.0,0.0,7.351321,0.0,10.0,53.9797
278,4FGL J0550.5-3216,3.3408923e-10,3.8547117e-11,3.539139e-12,5.0443146e-13,PowerLaw,1.8893952,0.08521987,bll,PKS 0548-322,87.6690433167,-32.271245675,7.599999776175537e-07,0.069,HSP,2.2908677e+17,1.6543714e-11,9.009195,0.12560092,0.30052325,182.121
279,4FGL J0553.5-2034,7.3246137e-10,5.7606767e-11,6.6576493e-12,6.3224165e-13,LogParabola,1.9448196,0.05218198,bll,NVSS J055333-203417,88.3880144,-20.5719107472,3.000000106112566e-06,-inf,HSP,2065380110000000.0,1.5880054e-12,19.432146,0.2765443,0.11968826,141.133
280,4FGL J0556.2-4352,5.8015e-10,5.1191544e-11,5.2869814e-12,5.3006314e-13,LogParabola,2.057278,0.06331173,bll,SUMSS J055618-435146,89.0781153708,-43.8627941194,1.1498858611957985e-06,-inf,LSP,78523562000000.0,9.319422e-13,33.522804,0.44888458,0.14462654,51.6981
281,4FGL J0558.0-3837,6.3870054e-10,4.6986286e-11,7.220469e-12,6.5061005e-13,PowerLaw,1.9067398,0.055339474,bll,EXO 0556.4-3838,89.5267977917,-38.6421080417,4.199999921183917e-07,0.302,HSP,3.8018939e+16,8.939907e-12,14.162378,0.19121815,0.12160693,57.623
282,4FGL J0558.8-7459,5.4924343e-10,4.440228e-11,6.6190027e-12,5.717243e-13,PowerLaw,2.0507119,0.061055657,bll,PKS 0600-749,89.6918322167,-74.9847795583,1.8999999440438842e-07,-inf,LSP,56234133000000.0,2.3019453e-12,20.153486,0.26659346,0.115128346,59.1138
283,4FGL J0601.3-7238,1.72651e-10,3.1735208e-11,2.099427e-12,4.2591576e-13,PowerLaw,2.1364973,0.13337553,bll,PMN J0601-7238,90.42219543457033,-72.64257049560547,0.0044999998062849,0.000927,,0.0,0.0,12.958335,0.29290324,0.4788391,38.4646
284,4FGL J0602.0+5315,7.592451e-10,5.0920962e-11,8.928502e-12,6.627987e-13,PowerLaw,1.9643308,0.04957535,bll,GB6 J0601+5315,90.501855025,53.2666798722,3.099999901223782e-07,0.052,,0.0,0.0,51.719784,0.5245244,0.14604309,75.5347
285,4FGL J0602.7-0007,3.2525888e-10,6.3976685e-11,4.153213e-12,9.177971e-13,PowerLaw,2.3085434,0.12610574,bll,PMN J0602-0004,90.6787112542,-0.0742814638889,2.200000039920269e-07,0.118,,0.0,0.0,8.177962,0.0,10.0,-inf
286,4FGL J0602.8-4019,1.179472e-09,6.617885e-11,9.8498406e-12,8.716457e-13,LogParabola,1.9491568,0.04058374,bll,SUMSS J060251-401845,90.71371459960938,-40.31258392333984,0.0044999998062849,-inf,,0.0,0.0,15.457024,0.14443108,0.08260075,104.841
287,4FGL J0604.1-4816,2.4080915e-10,3.568193e-11,3.4769767e-12,5.1633334e-13,PowerLaw,1.7985235,0.09351432,bll,1ES 0602-482,91.0359259375,-48.2903198806,3.999999989900971e-06,0.37,HSP,3.6099402e+16,5.1712913e-12,17.8381,0.53439873,0.21765877,60.8081
288,4FGL J0607.2-2518,1.7559056e-10,3.084626e-11,1.0959059e-12,2.5839403e-13,PowerLaw,1.9499192,0.11335643,bll,1RXS J060714.2-251855,91.80960083007812,-25.31609916687012,0.0044999998062849,0.275,,0.0,0.0,12.079303,0.31621423,0.40564892,38.1612
289,4FGL J0607.4+4739,3.1204246e-09,9.582927e-11,2.537369e-11,1.1773775e-12,LogParabola,2.0429287,0.020660467,bll,TXS 0603+476,91.8468958167,47.6630394694,1.0000000116860974e-07,-inf,LSP,54954086000000.0,7.1795794e-12,102.02507,0.27436233,0.07107846,98.1468
290,4FGL J0609.2-0247,9.1648034e-10,7.8455666e-11,7.880712e-12,9.463079e-13,LogParabola,1.8812703,0.053329706,bll,NVSS J060915-024754,92.312780475,-2.79852204167,3.899999967416079e-07,-inf,,0.0,0.0,10.221844,0.07463578,0.24090092,65.8474
291,4FGL J0610.1-1848,4.681164e-10,4.8846524e-11,6.1362486e-12,6.1781857e-13,PowerLaw,2.3434212,0.073702574,bll,PMN J0610-1847,92.5745253542,-18.7944698722,1.700000069604357e-07,-inf,LSP,13182567400000.0,2.6113736e-12,28.805305,0.45362332,0.15365046,22.6322
292,4FGL J0612.8+4122,4.813507e-09,1.213668e-10,4.171102e-11,1.4887906e-12,LogParabola,1.9891502,0.016430927,bll,B3 0609+413,93.2132718292,41.3770578472,9.499999720219421e-08,-inf,ISP,222843523000000.0,4.4812275e-12,82.314255,0.21271859,0.05581007,132.885
293,4FGL J0615.3-3117,3.2698252e-10,4.078943e-11,4.144764e-12,5.3566976e-13,PowerLaw,2.1200545,0.099716164,bll,PKS 0613-312,93.8300491,-31.2893266944,4.100000126072701e-07,-inf,ISP,316227772000000.0,8.2155566e-13,22.076756,0.49018863,0.19046009,39.5934
294,4FGL J0616.1-1732,9.459486e-11,3.616759e-11,4.144764e-12,5.3566976e-13,PowerLaw,1.8282192,0.21952781,bll,1RXS J061609.5-173313,94.04287719726562,-17.55152702331543,0.0045,-inf,HSP,3.31131121e+17,9.991276e-13,6.8632174,0.0,10.0,45.6411
295,4FGL J0617.2+5701,1.1672113e-09,5.396121e-11,1.2058957e-11,6.362593e-13,PowerLaw,2.0893867,0.034236535,bll,87GB 061258.1+570222,94.3205107042,57.0212286667,6.799999852091787e-08,-inf,LSP,57543993000000.0,3.7608154e-12,41.539703,0.27594775,0.08062777,72.7384
296,4FGL J0617.7-1715,8.6539786e-10,6.952837e-11,8.031554e-12,8.7853916e-13,LogParabola,1.9259205,0.051845655,bll,IVS B0615-172,94.3892439292,-17.2569680306,9.35197235207852e-08,0.098,ISP,363078047000000.0,4.2029574e-13,14.625931,0.19143763,0.124209,77.2234
297,4FGL J0621.7-3411,1.4988766e-10,3.5987352e-11,1.4614587e-12,4.1553376e-13,PowerLaw,2.0677536,0.17063937,bll,1RXS J062150.0-341140,95.45670318603516,-34.1968994140625,0.0089999996125698,0.529,HSP,6.91831e+17,2.1845047e-12,7.1786666,0.0,10.0,66.2624
298,4FGL J0622.3-2605,2.0516993e-09,7.791056e-11,2.1360063e-11,1.0436592e-12,PowerLaw,1.908918,0.02810006,bll,PMN J0622-2605,95.5919319625,-26.0957334139,3.4999999343199306e-07,0.414487,HSP,2466039220000000.0,4.063591e-12,122.13724,0.41667613,0.10646617,189.357
299,4FGL J0623.9-5259,1.8580258e-10,3.285808e-11,2.1994323e-12,4.1364994e-13,PowerLaw,2.0672302,0.13950083,bll,MS 06225-5256,95.90789794921876,-52.96609878540039,0.0044999998062849,0.44,,0.0,0.0,8.476951,0.0,10.0,-inf
300,4FGL J0625.3+4439,8.054287e-10,5.2502454e-11,8.438976e-12,6.232209e-13,PowerLaw,2.092839,0.047768995,bll,GB6 J0625+4440,96.3261057417,44.6671184472,9.499999720219421e-08,-inf,LSP,20892960700000.0,3.265337e-12,27.658445,0.27965927,0.10026686,106.78
301,4FGL J0626.4-4259,2.9421493e-10,3.747475e-11,2.8190037e-12,4.812936e-13,PowerLaw,1.9003268,0.0897094,bll,2MASS J06263670-4258059,96.6529344708,-42.9683451806,9.200000022246968e-06,-inf,HSP,3019951760000000.0,1.3216912e-12,29.886667,0.68786556,0.22491919,18.8057
