Source_Name,Energy_Flux100,Unc_Energy_Flux100,PL_Index,CLASS,RA_Counterpart,DEC_Counterpart,Redshift,SED_class,nuFnu_syn,Highest_energy,ASSOC1
4FGL J0402.1-3147,3.57E-12,4.25E-13,2.3942745,fsrq,60.58860834,-31.79054039,1.288,LSP,1.10E-12,-inf,PKS 0400-319
4FGL J0403.3+2601,3.89E-12,6.81E-13,2.5859144,fsrq,60.77327536,26.00041744,2.109,LSP,1.03E-12,-inf,OF 200
4FGL J0405.6-1308,9.06E-12,5.76E-13,2.5478158,fsrq,61.3916808,-13.13713636,0.571,LSP,2.94E-12,41.1319,PKS 0403-13
4FGL J0407.0-3826,2.34E-11,9.62E-13,2.364604,fsrq,61.74598058,-38.44112285,1.285,LSP,1.88E-12,27.443,PKS 0405-385
4FGL J0413.1-5332,6.03E-12,5.53E-13,2.4116828,fsrq,63.30614537,-53.53348516,1.024,LSP,2.94E-13,34.2738,PMN J0413-5332
4FGL J0416.2-4353,2.49E-12,4.10E-13,2.548558,fsrq,64.05530037,-43.84893456,0.398,LSP,1.16E-12,-inf,SUMSS J041613-435057
4FGL J0416.5-1852,1.00E-11,5.63E-13,2.3945532,fsrq,64.15226854,-18.85231671,1.536,LSP,1.32E-12,47.5271,PKS 0414-189
4FGL J0422.1-0644,1.63E-11,7.69E-13,2.490661,fsrq,65.54498093,-6.729258394,0.242,LSP,2.52E-12,19.4264,PMN J0422-0643
4FGL J0422.8+0225,4.05E-12,8.62E-13,2.830942,fsrq,65.71756106,2.324147444,2.277,LSP,6.67E-13,-inf,PKS 0420+022
4FGL J0429.3-4326,1.53E-12,3.54E-13,2.4086306,fsrq,67.3543276,-43.47681668,1.423,LSP,2.28E-13,-inf,PKS 0427-435
4FGL J0433.6-6030,1.22E-11,6.53E-13,2.4387877,fsrq,68.39211855,-60.50382481,0.9301,LSP,1.06E-12,20.871,PKS 0432-606
4FGL J0438.4-1254,4.13E-12,5.55E-13,2.4328334,fsrq,69.64592086,-12.85093307,1.276,LSP,8.82E-13,-inf,PKS 0436-129
4FGL J0440.3-4333,2.20E-12,5.53E-13,2.6419153,fsrq,70.07158322,-43.55239005,2.852,,0,-inf,PKS 0438-43
4FGL J0442.6-0017,4.79E-11,1.15E-12,2.4407701,fsrq,70.66108635,-0.2953946861,0.449,LSP,5.93E-12,28.1653,PKS 0440-00
4FGL J0445.1-6012,2.76E-12,3.92E-13,2.0456583,fsrq,71.2563324,-60.24991989,0.097,,0,44.231,PMN J0444-6014
4FGL J0449.1+1121,3.31E-11,1.20E-12,2.507167,fsrq,72.28196294,11.35794344,2.153,LSP,4.00E-12,13.7027,PKS 0446+11
4FGL J0449.2+6329,8.45E-12,8.72E-13,2.2596424,fsrq,72.34712743,63.53595395,0.781,LSP,2.91E-12,34.2597,S4 0444+63
4FGL J0449.6-8100,1.37E-12,4.27E-13,2.1126099,fsrq,72.52266753,-81.01728648,0.444,,0,54.6618,PKS 0454-81
4FGL J0451.8-4651,6.11E-12,5.80E-13,2.4527757,fsrq,72.9722716,-46.88885782,0.602,LSP,2.56E-13,-inf,PKS 0450-469
4FGL J0453.1-2806,2.32E-11,7.11E-13,2.6514199,fsrq,73.31102833,-28.12703523,2.564,LSP,3.48E-12,10.7723,PKS 0451-28
4FGL J0455.7-4617,1.60E-11,7.33E-13,2.5186698,fsrq,73.96155201,-46.26629992,0.858,LSP,2.99E-12,30.4299,PKS 0454-46
4FGL J0456.6-3136,5.64E-12,4.64E-13,2.5205545,fsrq,74.15284729,-31.6034664,0.865,LSP,9.92E-13,-inf,PMN J0456-3135
4FGL J0457.0+0646,5.61E-12,7.03E-13,2.5393949,fsrq,74.28212479,6.752016878,0.405,LSP,4.31E-12,27.479,4C +06.21
4FGL J0501.2-0158,4.42E-11,1.11E-12,2.3732846,fsrq,75.30337453,-1.987293442,2.291,LSP,4.21E-12,15.691,S3 0458-02
4FGL J0502.4+0609,6.60E-12,9.88E-13,2.6502917,fsrq,75.56435805,6.152081617,1.106,LSP,8.38E-13,-inf,PKS 0459+060
4FGL J0503.1-6045,2.62E-12,6.61E-13,2.7136836,fsrq,76.00708801,-60.83126096,1.037,,0,-inf,PKS 0503-608
4FGL J0505.3+0459,6.95E-11,1.96E-12,2.3681707,fsrq,76.34660304,4.995201253,0.954,LSP,5.95E-12,27.5001,PKS 0502+049
4FGL J0505.8-0419,6.46E-12,7.15E-13,2.4023533,fsrq,76.46349328,-4.324059397,1.481,LSP,4.86E-13,69.1409,S3 0503-04
4FGL J0507.7-6104,1.02E-11,7.28E-13,2.5163383,fsrq,76.97779456,-61.07864318,1.089,LSP,9.88E-13,19.6443,PMN J0507-6104
4FGL J0508.2-1937,2.69E-12,4.33E-13,2.339223,fsrq,77.07916697,-19.59893709,1.88,LSP,2.66E-13,-inf,PMN J0508-1936
4FGL J0509.4+1012,8.81E-12,8.16E-13,2.4080453,fsrq,77.36440444,10.19572228,0.621,LSP,9.69E-13,34.9895,PKS 0506+101
4FGL J0510.0+1800,3.68E-11,1.58E-12,2.2001865,fsrq,77.50987137,18.01155046,0.416,LSP,6.16E-12,97.8206,PKS 0507+17
4FGL J0515.6-4556,9.22E-12,7.32E-13,2.4186463,fsrq,78.93854216,-45.94533277,0.194,LSP,2.73E-12,23.428,PKS 0514-459
4FGL J0517.5+0858,3.35E-12,8.24E-13,2.0953026,fsrq,79.41691064,8.976611044,0.328,LSP,8.99E-13,-inf,PMN J0517+0858
4FGL J0521.3-1734,3.18E-12,5.35E-13,2.3740072,fsrq,80.34815595,-17.62505104,0.347,LSP,1.24E-12,-inf,TXS 0519-176
4FGL J0525.4-4600,3.34E-12,5.12E-13,2.3761303,fsrq,81.38083394,-45.96519029,1.479,LSP,2.07E-12,14.5462,PKS 0524-460
4FGL J0526.2-4830,2.10E-11,1.13E-12,2.2955563,fsrq,81.56946382,-48.51021994,1.3,LSP,1.85E-12,34.7095,PKS 0524-485
4FGL J0529.4-0521,5.68E-12,9.10E-13,2.545944,fsrq,82.47305625,-5.328227017,0.685,,0,-inf,PMN J0529-0519
4FGL J0532.9-8325,3.63E-12,6.43E-13,2.0767248,fsrq,83.40983581,-83.40992598,0.774,LSP,8.96E-13,69.9978,PKS 0541-834
4FGL J0533.8-3749,2.94E-12,4.34E-13,2.3416107,fsrq,83.57286063,-37.7904426,1.668,LSP,3.16E-13,35.7933,PKS 0532-378
4FGL J0536.4-3401,2.20E-11,8.99E-13,2.615437,fsrq,84.11846816,-34.01985229,0.684,LSP,1.25E-12,11.0818,PKS 0534-340
4FGL J0539.9-2839,1.63E-11,7.97E-13,2.7312999,fsrq,84.97617281,-28.66554112,3.104,LSP,8.85E-13,18.9572,PKS 0537-286
4FGL J0540.8-5415,6.88E-12,6.60E-13,2.626593,fsrq,85.19103355,-54.30613765,1.185,LSP,1.98E-12,-inf,PKS 0539-543
4FGL J0541.6-0541,9.78E-12,1.49E-12,2.546916,fsrq,85.4086807,-5.697063464,0.838,LSP,1.31E-12,-inf,PKS 0539-057
4FGL J0550.3-5733,1.90E-12,4.29E-13,2.217954,fsrq,87.53991746,-57.54011013,2.001,LSP,3.97E-12,23.0003,PKS 0549-575
4FGL J0600.6-3939,6.23E-12,6.40E-13,2.8572624,fsrq,90.13090618,-39.61727654,1.661,LSP,7.80E-13,-inf,PKS 0558-396
4FGL J0601.1-7035,2.28E-11,9.16E-13,2.418488,fsrq,90.29686567,-70.60244222,2.409,LSP,3.02E-12,31.825,PKS 0601-70
4FGL J0601.8-2003,4.31E-12,5.87E-13,2.6211333,fsrq,90.47010968,-20.07922554,1.216,LSP,8.91E-13,-inf,PMN J0601-2004
4FGL J0608.0+6721,5.79E-12,5.04E-13,2.4903984,fsrq,91.96946508,67.34872502,1.97,LSP,1.94E-12,-inf,S4 0602+67
4FGL J0608.0-0835,2.22E-11,1.32E-12,2.427968,fsrq,91.99874684,-8.580549519,0.87,LSP,3.08E-12,18.8943,PKS 0605-08
4FGL J0608.1-6028,5.15E-12,7.69E-13,2.7043133,fsrq,91.97952823,-60.53110876,1.1,LSP,1.10E-12,-inf,PKS 0607-605
4FGL J0608.1-1521,1.32E-11,9.37E-13,2.5826209,fsrq,92.00638305,-15.34360521,1.094,LSP,6.75E-13,13.5222,PMN J0608-1520
4FGL J0609.0-2219,2.93E-12,5.13E-13,2.240284,fsrq,92.24869516,-22.33915464,1.926,LSP,1.39E-12,-inf,PKS 0606-223
4FGL J0610.9-6054,3.51E-12,6.59E-13,2.5824187,fsrq,92.62623073,-60.97715578,1.773,LSP,4.19E-13,-inf,PKS 0609-609
4FGL J0612.5-3138,5.41E-12,6.21E-13,2.499993,fsrq,93.1236015,-31.64949868,0.873,LSP,1.56E-12,12.1383,PKS 0610-316
4FGL J0618.1-2428,3.12E-12,5.61E-13,2.3628263,fsrq,94.59439678,-24.44387403,0.2995,ISP,1.40E-12,-inf,PMN J0618-2426
4FGL J0622.4-6433,2.94E-12,5.36E-13,3.0361822,fsrq,95.78206799,-64.60575619,0.128889,LSP,1.87E-11,-inf,RX J062308.0-643619
4FGL J0625.8-5441,4.13E-12,5.55E-13,2.7322555,fsrq,96.46762795,-54.64741837,2.051,LSP,5.74E-13,-inf,PMN J0625-5438
4FGL J0633.4-2222,4.85E-12,7.55E-13,2.5962121,fsrq,98.3614722,-22.38954264,1.508,LSP,5.26E-13,-inf,PMN J0633-2223
4FGL J0634.9-2335,7.05E-12,7.46E-13,2.6120405,fsrq,98.74583749,-23.5866548,1.535,LSP,1.86E-12,-inf,PMN J0634-2335
4FGL J0635.6-7518,1.31E-11,6.95E-13,2.7008731,fsrq,98.94378287,-75.27133762,0.653,LSP,9.33E-12,11.1801,PKS 0637-75
4FGL J0638.6+7320,5.61E-12,5.87E-13,3.0269978,fsrq,99.84150527,73.41612247,1.85,LSP,1.41E-11,-inf,S5 0633+73
4FGL J0644.4-6712,2.18E-11,1.02E-12,2.1568253,fsrq,101.1168505,-67.21593277,-inf,LSP,2.43E-12,42.2336,PKS 0644-671
4FGL J0646.7-3913,4.23E-12,5.86E-13,2.9848886,fsrq,101.6288355,-39.06086231,0.681,LSP,1.21E-12,-inf,PKS 0644-390
4FGL J0648.0-3045,1.39E-11,8.36E-13,2.4875946,fsrq,102.0587353,-30.73879437,1.153,LSP,7.03E-13,13.6177,PKS 0646-306
4FGL J0654.3+5042,1.31E-11,7.50E-13,2.2269819,fsrq,103.5920548,50.70663146,1.253,LSP,1.76E-12,24.4636,GB6 J0654+5042
4FGL J0659.6-2742,3.76E-12,6.87E-13,2.458426,fsrq,104.9579874,-27.75514212,1.727,LSP,2.93E-13,-inf,TXS 0657-276
4FGL J0701.5-4634,1.48E-11,8.24E-13,2.4418776,fsrq,105.3939445,-46.57684064,0.822,LSP,3.45E-12,12.8604,PKS 0700-465
4FGL J0710.8-3851,9.64E-12,7.71E-13,2.4952297,fsrq,107.6818181,-38.84362142,0.129,LSP,7.38E-12,-inf,AT20G J071043-385037
4FGL J0713.8+1935,1.83E-11,9.09E-13,2.3998811,fsrq,108.4819966,19.58344703,0.54,LSP,4.89E-12,26.1652,MG2 J071354+1934
4FGL J0718.0+4536,6.51E-12,6.18E-13,2.4298928,fsrq,109.4660518,45.63423913,0.94,LSP,7.52E-13,12.2025,S4 0714+45
4FGL J0719.3+3307,3.76E-11,1.11E-12,2.2026818,fsrq,109.8309153,33.11936348,0.779,LSP,1.51E-11,50.2937,B2 0716+33
4FGL J0723.5+2900,3.23E-12,4.99E-13,2.67182,fsrq,110.9784899,28.99162593,0.966,LSP,1.21E-12,-inf,GB6 J0723+2859
4FGL J0726.4-4727,1.24E-11,1.05E-12,2.4785762,fsrq,111.6093341,-47.48148961,1.686,LSP,1.30E-12,-inf,PMN J0726-4728
4FGL J0729.1+5703,2.37E-12,4.47E-13,2.5109274,fsrq,112.2067985,57.02343734,0.426,LSP,2.26E-12,-inf,TXS 0724+571
4FGL J0733.8+0455,5.87E-12,6.08E-13,2.4368167,fsrq,113.4894162,4.937360156,3.01,LSP,5.70E-13,17.653,GB6 J0733+0456
4FGL J0734.0+5021,5.05E-12,4.95E-13,2.4713655,fsrq,113.4688357,50.3691839,0.72,LSP,3.85E-12,-inf,TXS 0730+504
4FGL J0739.2+0137,6.12E-11,1.39E-12,2.4111016,fsrq,114.8251412,1.617949383,0.189,LSP,1.37E-11,105.624,PKS 0736+01
4FGL J0741.4-4709,5.26E-12,7.98E-13,2.5886526,fsrq,115.4385227,-47.15722145,0.765,LSP,1.23E-12,-inf,PMN J0741-4709
4FGL J0742.1+4902,1.82E-12,3.80E-13,2.2661674,fsrq,115.511454,49.00433581,2.312,LSP,1.20E-12,-inf,GB6 J0742+4900
4FGL J0742.6+5443,2.72E-11,8.67E-13,2.3201187,fsrq,115.6657945,54.74018526,0.72,LSP,1.68E-12,55.1597,GB6 J0742+5444
4FGL J0743.0-5622,4.00E-12,6.63E-13,2.724006,fsrq,115.8353548,-56.32582161,2.319,LSP,5.28E-13,-inf,PMN J0743-5619
4FGL J0746.0-0039,2.47E-12,5.86E-13,2.8771124,fsrq,116.475343,-0.7382055111,0.994,,0,-inf,PKS 0743-006
4FGL J0746.4+2546,6.52E-12,6.04E-13,2.859004,fsrq,116.6078091,25.81725964,2.987498,LSP,5.22E-13,-inf,B2 0743+25
4FGL J0746.5+2730,2.83E-12,4.93E-13,2.622411,fsrq,116.668468,27.58306863,1.69,LSP,8.88E-13,-inf,OI 272
4FGL J0748.6+2400,8.08E-12,6.04E-13,2.3394456,fsrq,117.1504553,24.00669721,0.409854,LSP,4.34E-12,15.9688,OI 275
4FGL J0749.9+1823,3.90E-12,7.40E-13,2.5219543,fsrq,117.5013748,18.386502,1.161,LSP,3.38E-12,-inf,TXS 0747+185
4FGL J0750.8+1229,1.02E-11,6.72E-13,2.5166676,fsrq,117.7168572,12.51800784,0.889,,0,33.5313,OI 280
4FGL J0752.2+3313,3.29E-12,4.66E-13,2.4339397,fsrq,117.9736385,33.22217184,1.935716,,0,32.438,OI 380
4FGL J0758.1+1134,3.04E-12,4.69E-13,2.266058,fsrq,119.5319078,11.61279105,0.568712,,0,-inf,TXS 0755+117
4FGL J0803.2-0337,1.10E-11,7.59E-13,2.0060735,fsrq,120.8003252,-3.600160981,0.365,HSP,9.82E-13,109.863,TXS 0800-034
4FGL J0805.2-0110,8.12E-12,6.46E-13,2.4797359,fsrq,121.303702,-1.18716535,1.388,LSP,6.31E-13,22.5157,PKS B0802-010
4FGL J0805.4+6147,7.77E-12,5.29E-13,2.7967112,fsrq,121.3257482,61.73991682,3.033,LSP,5.82E-13,-inf,TXS 0800+618
4FGL J0806.5+4503,3.02E-12,4.50E-13,2.6068885,fsrq,121.6394689,45.07563133,2.102,LSP,5.68E-13,-inf,B3 0803+452
4FGL J0808.2-0751,7.07E-11,1.65E-12,2.2190485,fsrq,122.0647335,-7.852746269,1.837,LSP,7.86E-12,130.355,PKS 0805-07
4FGL J0808.5+4950,5.16E-12,4.90E-13,2.9036968,fsrq,122.1652762,49.84348067,1.435161,LSP,5.43E-13,-inf,OJ 508
4FGL J0809.3+4053,3.39E-12,4.84E-13,2.5881245,fsrq,122.2360502,40.8791358,1.418,LSP,1.15E-12,-inf,S4 0805+41
4FGL J0809.5+5341,6.96E-12,6.43E-13,2.2919388,fsrq,122.4238865,53.69030371,2.133,LSP,3.51E-13,13.6118,87GB 080551.6+535010
4FGL J0815.6+3641,1.62E-12,4.13E-13,2.3318074,fsrq,123.8581036,36.58754133,1.028,,0,-inf,OJ 320
4FGL J0818.8+3229,1.79E-12,5.45E-13,2.2334194,fsrq,124.7597024,32.44367113,0.649787,LSP,8.95E-13,17.6439,RX J0818.9+3227
4FGL J0823.1+4042,3.97E-12,5.20E-13,2.4560158,fsrq,125.7398164,40.69715748,0.8655,LSP,1.19E-12,29.3716,B3 0819+408
4FGL J0824.4+2440,4.40E-12,6.77E-13,2.5292974,fsrq,126.1375388,24.64531004,1.242,LSP,5.11E-13,13.8028,B2 0821+24
4FGL J0824.7+5552,9.16E-12,5.29E-13,2.611558,fsrq,126.1968182,55.87851925,1.417,LSP,9.46E-13,21.2131,OJ 535
4FGL J0824.9+3915,9.02E-12,5.65E-13,2.4317749,fsrq,126.2311827,39.27830668,1.216,LSP,1.76E-12,16.9035,4C +39.23
4FGL J0827.8+5221,1.70E-12,5.00E-13,2.0655518,fsrq,126.9737422,52.29952681,0.337622,,0,-inf,TXS 0824+524
4FGL J0829.4+0857,2.23E-12,4.29E-13,2.0651298,fsrq,127.3763293,8.972579833,0.866,LSP,2.74E-13,68.1222,TXS 0826+091
4FGL J0833.4-0458,1.36E-12,3.29E-13,2.1310706,fsrq,128.3270442,-4.916501517,3.45,LSP,2.42E-13,-inf,PMN J0833-0454
4FGL J0833.9+4223,6.59E-12,4.95E-13,2.4344852,fsrq,128.4745224,42.40051405,0.249073,LSP,3.26E-12,-inf,OJ 451
4FGL J0835.2-2243,1.56E-12,3.17E-13,2.5003211,fsrq,128.6841584,-22.68689229,1.064,,0,-inf,PMN J0834-2241
4FGL J0836.5-2026,5.67E-12,7.10E-13,2.90615,fsrq,129.1633969,-20.28319561,2.752,LSP,1.23E-12,-inf,PKS 0834-20
4FGL J0839.8+0105,6.24E-12,6.70E-13,2.4190989,fsrq,129.9567126,1.074093458,1.123,LSP,6.75E-13,-inf,PKS 0837+012
4FGL J0846.9+4608,2.28E-12,4.05E-13,2.7506897,fsrq,131.8929105,46.15777935,1.21648,LSP,3.86E-13,-inf,WISE J084734.29+460928.0
4FGL J0848.0-0524,3.12E-12,5.17E-13,2.8637145,fsrq,131.9946872,-5.342750028,1.242,LSP,7.60E-13,-inf,PKS 0845-051
4FGL J0850.1-1212,2.33E-11,9.85E-13,2.302789,fsrq,132.5401485,-12.22649336,0.566,LSP,6.71E-12,49.8713,PMN J0850-1213
4FGL J0852.2+2834,2.70E-12,4.47E-13,2.4921577,fsrq,133.0215399,28.56659183,1.282,LSP,2.58E-13,-inf,B2 0849+28
4FGL J0855.9+7144,4.16E-12,5.61E-13,2.6210897,fsrq,134.2286187,71.77330641,0.542,LSP,1.66E-12,-inf,GB6 J0856+7146
4FGL J0857.9-1949,1.00E-11,7.53E-13,2.5218425,fsrq,134.5223468,-19.84359313,0.659,LSP,1.91E-12,12.457,PKS 0855-19
4FGL J0903.1+4652,5.68E-12,4.49E-13,2.4673493,fsrq,135.7666254,46.85114928,1.462,LSP,1.10E-12,-inf,S4 0859+47
4FGL J0904.6+4238,2.62E-12,4.09E-13,2.2328908,fsrq,136.0651187,42.63465703,1.34246,LSP,2.63E-13,-inf,4C +42.28
4FGL J0906.7+4950,6.03E-12,5.79E-13,2.379666,fsrq,136.7146149,49.87665176,1.641,LSP,8.48E-13,-inf,87GB 090322.8+500444
4FGL J0909.1+0121,3.24E-11,1.17E-12,2.4695816,fsrq,137.2920483,1.359893789,1.024,LSP,4.60E-12,16.399,PKS 0906+01
4FGL J0909.7-0230,1.83E-11,9.75E-13,2.290326,fsrq,137.4371835,-2.525098614,0.957,LSP,6.95E-13,-inf,PKS 0907-023
4FGL J0910.6+2247,4.41E-12,6.81E-13,2.3448374,fsrq,137.6755547,22.80988398,2.661,LSP,3.95E-13,-inf,TXS 0907+230
4FGL J0912.2+4127,7.98E-12,5.16E-13,2.460565,fsrq,138.0483927,41.43593231,2.563,LSP,3.25E-13,-inf,B3 0908+416B
4FGL J0914.4+0249,2.07E-12,5.72E-13,2.4541314,fsrq,138.6579727,2.766457336,0.427,,0,-inf,PKS 0912+029
4FGL J0916.7+3856,6.62E-12,5.37E-13,2.4571347,fsrq,139.2037691,38.90781847,1.267541,LSP,6.50E-13,-inf,4C +38.28
4FGL J0917.1-2131,2.45E-12,6.15E-13,2.6456983,fsrq,139.362568,-21.52623961,0.847,LSP,5.09E-13,-inf,PKS 0915-213
4FGL J0920.9+4441,3.61E-11,1.75E-12,2.347851,fsrq,140.243577,44.69832918,2.186448,LSP,6.72E-12,31.0883,S4 0917+44
4FGL J0921.6+6216,1.47E-11,6.25E-13,2.3207235,fsrq,140.4009628,62.26449454,1.446,LSP,1.60E-12,51.0528,OK 630
4FGL J0922.4-0528,6.41E-12,5.50E-13,2.1422763,fsrq,140.5986369,-5.485328669,0.974,LSP,2.60E-12,28.7987,TXS 0919-052
4FGL J0923.5+4125,7.10E-12,6.09E-13,2.3553324,fsrq,140.8804373,41.42428874,1.732,LSP,6.83E-13,-inf,B3 0920+416
4FGL J0924.0+2816,5.38E-12,4.62E-13,2.5055525,fsrq,140.9646808,28.25695054,0.7442,LSP,2.76E-12,-inf,B2 0920+28
4FGL J0928.1-2035,6.57E-12,5.61E-13,2.4546432,fsrq,141.9659347,-20.58089793,0.348,LSP,6.70E-12,43.3263,PKS 0925-203
4FGL J0930.9+0033,6.73E-12,5.80E-13,2.715946,fsrq,142.7177231,0.5830394417,1.771,LSP,7.08E-13,-inf,PKS 0928+008
4FGL J0932.6+5306,6.26E-12,4.35E-13,2.4527516,fsrq,143.1714618,53.10938926,0.59719,LSP,5.76E-13,-inf,S4 0929+53
4FGL J0937.1+5008,4.58E-12,4.26E-13,2.396783,fsrq,144.301364,50.14780493,0.276,LSP,3.98E-12,-inf,GB6 J0937+5008
4FGL J0940.9-1335,9.47E-12,6.11E-13,2.405179,fsrq,145.2606228,-13.59749581,0.551,LSP,8.85E-13,-inf,TXS 0938-133
4FGL J0945.2+5200,3.28E-12,4.34E-13,2.7179549,fsrq,146.2173136,52.04283809,0.56298,LSP,8.57E-13,-inf,WISE J094452.09+520233.4
4FGL J0945.5+4635,8.04E-13,2.80E-13,1.7795888,fsrq,146.4253863,46.61405482,0.639,LSP,9.29E-13,-inf,B3 0942+468
4FGL J0946.6+1016,2.22E-11,8.37E-13,2.4260159,fsrq,146.6461248,10.28503735,1.007,LSP,5.15E-13,29.194,TXS 0943+105
4FGL J0949.0+4038,3.09E-12,4.42E-13,2.6077266,fsrq,147.2305756,40.66238527,1.249964,LSP,1.89E-12,-inf,4C +40.24
4FGL J0949.2+1749,2.78E-12,4.56E-13,2.5216506,fsrq,147.4156778,17.88039155,0.694321,LSP,1.00E-12,-inf,TXS 0946+181
4FGL J0956.0+3936,1.87E-12,3.76E-13,2.3936982,fsrq,149.0356592,39.58783473,1.17301,LSP,3.79E-13,-inf,WISE J095608.57+393515.8
4FGL J0956.7+2516,1.09E-11,5.85E-13,2.5470033,fsrq,149.2078141,25.25445829,0.708,LSP,3.79E-12,-inf,OK 290
4FGL J0957.3-1348,8.74E-12,6.83E-13,2.4667234,fsrq,149.3257628,-13.83366016,1.323,LSP,1.20E-12,-inf,PMN J0957-1350
4FGL J0957.6+5523,9.30E-11,1.77E-12,2.014449,fsrq,149.4091027,55.38271326,0.896,LSP,2.27E-12,145.882,4C +55.17
4FGL J0958.0+4728,5.46E-12,5.72E-13,2.5903063,fsrq,149.5819652,47.41884511,1.882,LSP,8.28E-13,-inf,OK 492
4FGL J0958.0+3222,3.90E-12,4.27E-13,2.6364586,fsrq,149.5872902,32.40061375,0.5306,LSP,3.18E-12,-inf,3C 232
4FGL J0958.4+5042,3.28E-12,3.81E-13,2.6630707,fsrq,149.6575392,50.66596765,1.154,LSP,3.66E-13,-inf,7C 0955+5054
4FGL J1006.7-2159,1.44E-11,6.99E-13,2.3508947,fsrq,151.6933903,-21.9890028,0.33,LSP,3.32E-12,99.3496,PKS 1004-217
4FGL J1007.6-3332,1.24E-11,8.11E-13,2.4404888,fsrq,151.8807809,-33.55186558,1.837,LSP,5.20E-13,17.6336,PKS 1005-333
4FGL J1010.8-0158,4.61E-12,5.35E-13,2.535405,fsrq,152.7152778,-2.0054374,0.896,LSP,1.05E-12,-inf,PKS 1008-01
4FGL J1011.3-0427,2.72E-12,5.09E-13,2.557727,fsrq,152.8759996,-4.391029792,1.588,LSP,4.54E-13,-inf,PKS B1008-041
4FGL J1012.7+2439,2.08E-11,8.95E-13,2.3138714,fsrq,153.1724097,24.65649364,1.805,LSP,1.96E-13,27.1334,MG2 J101241+2439
4FGL J1013.7+3444,4.42E-12,4.92E-13,2.5914874,fsrq,153.4567252,34.7641065,0.208,LSP,1.24E-12,-inf,OL 318
4FGL J1014.8+2257,5.01E-12,5.79E-13,2.789927,fsrq,153.6961061,23.02126965,0.566,LSP,2.35E-12,-inf,OL 220
4FGL J1015.6+5553,4.01E-12,3.96E-13,2.5471208,fsrq,153.9350692,55.85016818,0.677,LSP,3.31E-13,-inf,TXS 1012+560
4FGL J1016.0+0512,1.61E-11,8.50E-13,2.223479,fsrq,154.0130686,5.217317033,1.71272,LSP,8.92E-13,44.1696,TXS 1013+054
4FGL J1018.3-3124,1.23E-11,8.03E-13,2.5441039,fsrq,154.6198062,-31.39829159,0.794,LSP,1.79E-12,23.1561,PKS 1016-311
4FGL J1018.4+3540,6.70E-12,5.08E-13,2.5900664,fsrq,154.5457838,35.71095581,1.228,LSP,6.95E-13,-inf,B2 1015+35B
4FGL J1018.4+0528,4.25E-12,6.98E-13,2.2835557,fsrq,154.6160345,5.508322783,1.945255,LSP,4.81E-13,15.1875,TXS 1015+057
4FGL J1023.1+3949,1.83E-11,7.47E-13,2.3742175,fsrq,155.7981903,39.8042737,1.3328,LSP,7.79E-13,24.0963,4C +40.25
4FGL J1023.2+2859,2.60E-12,4.45E-13,2.6320763,fsrq,155.8501923,28.94749669,0.667572,LSP,5.19E-13,-inf,TXS 1020+292
4FGL J1023.9-3236,1.05E-11,7.87E-13,2.5032349,fsrq,156.0017662,-32.57112753,1.568,LSP,1.13E-12,18.1115,PKS 1021-323
4FGL J1027.9+0252,3.27E-12,5.61E-13,2.9590304,fsrq,157.0850054,2.92290885,0.715,LSP,4.20E-13,-inf,TXS 1025+031
4FGL J1028.4-0234,4.92E-12,5.60E-13,2.6134722,fsrq,157.141843,-2.61659075,0.476,LSP,1.73E-11,-inf,PMN J1028-0237
4FGL J1031.6+6019,9.71E-12,8.81E-13,2.6133347,fsrq,157.9364847,60.34176829,1.231173,LSP,1.81E-12,14.0275,TXS 1028+605
4FGL J1033.1+4115,1.41E-11,5.73E-13,2.412345,fsrq,158.2654494,41.26839804,1.117,LSP,7.54E-12,29.5232,S4 1030+41
4FGL J1036.2+2202,5.08E-12,4.89E-13,2.6147654,fsrq,159.1374196,22.05339029,0.595133,LSP,1.17E-12,-inf,OL 256
4FGL J1036.6-3741,3.68E-12,5.60E-13,2.6471655,fsrq,159.2226715,-37.73751831,1.821,LSP,1.30E-12,-inf,PKS 1034-374
4FGL J1037.4-2933,5.16E-12,6.47E-13,2.413907,fsrq,159.3169989,-29.56744819,0.312,LSP,5.28E-12,-inf,PKS 1034-293
4FGL J1037.7-2822,1.53E-11,8.41E-13,2.417249,fsrq,159.4269059,-28.38447453,1.066,LSP,1.57E-12,42.2371,PKS B1035-281
4FGL J1039.7-1540,2.77E-12,5.32E-13,2.8174343,fsrq,159.777938,-15.68519228,0.525,,0,-inf,PKS B1036-154
4FGL J1043.2+2408,1.05E-11,6.05E-13,2.3227484,fsrq,160.7876491,24.14316929,0.56,LSP,3.37E-12,42.2063,B2 1040+24A
4FGL J1044.6+8053,1.03E-11,9.46E-13,2.78454,fsrq,161.096094,80.91095639,1.254,LSP,3.99E-12,-inf,S5 1039+81
4FGL J1045.8-2928,5.98E-12,6.05E-13,2.5442457,fsrq,161.4192737,-29.45731504,2.128,LSP,6.41E-13,-inf,PKS B1043-291
4FGL J1048.0-1912,2.64E-12,4.79E-13,2.5618732,fsrq,162.0275879,-19.15992355,0.595,LSP,1.85E-12,-inf,PKS 1045-18
4FGL J1050.1+0432,1.14E-11,6.65E-13,2.6060333,fsrq,162.5419198,4.546976981,1.21725,LSP,9.80E-13,-inf,MG1 J105009+0433
