Source_Name,Energy_Flux100,Unc_Energy_Flux100,PL_Index,CLASS,RA_Counterpart,DEC_Counterpart,Redshift,SED_class,nuFnu_syn,Highest_energy,ASSOC1
4FGL J1051.4-3139,2.97E-12,5.64E-13,2.715844,fsrq,162.7699065,-31.63730769,1.429,LSP,3.74E-13,-inf,PKS 1048-313
4FGL J1051.6+2109,3.67E-12,5.59E-13,2.7712286,fsrq,162.9532878,21.33119828,1.3,LSP,8.94E-13,-inf,OL 282
4FGL J1056.8+7012,9.65E-12,8.92E-13,2.6821434,fsrq,164.2234063,70.19608765,2.492,LSP,1.42E-12,-inf,S5 1053+70
4FGL J1057.3-2341,5.91E-12,5.72E-13,2.50559,fsrq,164.3517552,-23.70047575,1.125,LSP,6.55E-13,-inf,PKS B1054-234
4FGL J1058.5+8115,6.30E-12,6.82E-13,2.510062,fsrq,164.5480641,81.24240976,0.706,LSP,2.43E-12,12.4619,S5 1053+81
4FGL J1059.5+2057,2.89E-12,5.38E-13,2.4148748,fsrq,164.9126778,20.95609888,0.4,,0,15.7346,MG2 J105938+2057
4FGL J1102.1+2249,4.34E-11,4.55E-12,2.7892408,fsrq,165.5131073,22.69892311,0.452,LSP,2.76E-13,-inf,CLASS J1102+2241
4FGL J1102.6+5251,2.15E-12,3.44E-13,2.6686213,fsrq,165.7076874,52.83684921,0.68984,ISP,1.59E-13,-inf,GB6 J1102+5249
4FGL J1102.9+3014,3.00E-12,4.71E-13,2.9566987,fsrq,165.8054246,30.2451951,0.384,LSP,1.23E-12,-inf,B2 1100+30B
4FGL J1103.0+1157,1.71E-11,7.88E-13,2.4128153,fsrq,165.7647076,11.97128464,0.913941,ISP,5.69E-13,31.4727,TXS 1100+122
4FGL J1106.0+2813,8.88E-12,6.67E-13,2.374943,fsrq,166.5302572,28.21307366,0.843521,LSP,2.30E-12,15.569,MG2 J110606+2812
4FGL J1107.0-4449,1.33E-11,8.37E-13,2.7028008,fsrq,166.7862255,-44.81878286,1.598,LSP,3.90E-12,-inf,PKS 1104-445
4FGL J1107.7-3042,2.39E-12,4.94E-13,2.4874477,fsrq,166.9339342,-30.72640161,0.74,LSP,9.59E-13,-inf,PKS 1105-304
4FGL J1112.5+3448,1.18E-11,7.08E-13,2.5179172,fsrq,168.1615382,34.77753046,1.9495,LSP,2.37E-12,17.1614,TXS 1109+350
4FGL J1114.5-0819,5.98E-12,6.08E-13,2.8237512,fsrq,168.6356277,-8.277500892,2.078,LSP,4.66E-13,-inf,PKS B1112-080
4FGL J1114.7-0248,4.08E-12,6.56E-13,2.905503,fsrq,168.6652663,-2.792150753,1.04,LSP,4.66E-13,-inf,PMN J1114-0248
4FGL J1118.2-4634,4.39E-12,7.54E-13,2.4221358,fsrq,169.6123235,-46.57083374,0.713,ISP,2.91E-12,-inf,PKS 1116-46
4FGL J1118.6-1235,4.68E-12,5.93E-13,2.7040374,fsrq,169.5714224,-12.54840597,1.739,,0,-inf,PKS 1115-12
4FGL J1119.0+1235,5.68E-12,5.73E-13,2.5864294,fsrq,169.738756,12.578255,2.125651,LSP,1.26E-12,-inf,OM 127
4FGL J1121.4-0553,2.21E-11,9.57E-13,2.4230757,fsrq,170.3546169,-5.899011139,1.297,LSP,1.78E-12,36.0444,PKS 1118-05
4FGL J1123.4-2529,2.94E-12,4.63E-13,2.2385087,fsrq,170.855724,-25.48251864,0.148,,0,-inf,NVSS J112325-252858
4FGL J1124.0+2336,5.78E-12,6.49E-13,2.406401,fsrq,171.0112745,23.61274166,1.549,LSP,1.33E-12,31.8441,OM 235
4FGL J1125.9+2005,3.38E-12,4.57E-13,2.2417314,fsrq,171.4947581,20.09842702,0.13297,LSP,3.76E-12,-inf,4C +20.25
4FGL J1127.0-1857,8.17E-11,1.65E-12,2.2020478,fsrq,171.7683019,-18.95484496,1.048,LSP,6.69E-12,92.8554,PKS 1124-186
4FGL J1127.4+5648,3.11E-12,3.87E-13,2.7177427,fsrq,171.91723,56.83744315,2.89,LSP,4.09E-13,-inf,S4 1124+57
4FGL J1127.8+3618,1.39E-11,6.70E-13,2.3712163,fsrq,171.9952951,36.34120871,0.884,LSP,3.44E-13,19.1633,MG2 J112758+3620
4FGL J1128.0+5924,4.66E-12,4.00E-13,2.472451,fsrq,172.0555861,59.42077736,1.795,LSP,6.83E-13,-inf,TXS 1125+596
4FGL J1129.8-1447,1.17E-11,6.67E-13,2.6918025,fsrq,172.5293858,-14.82427452,1.184,LSP,3.69E-12,-inf,PKS 1127-14
4FGL J1131.0+3815,1.10E-11,9.04E-13,2.4909816,fsrq,172.7220109,38.25515193,1.733,LSP,1.99E-12,15.9425,B2 1128+38
4FGL J1135.7-0427,4.61E-12,7.89E-13,2.6010394,fsrq,173.9926457,-4.474412875,0.273184,LSP,8.41E-12,-inf,PMN J1135-0428
4FGL J1136.2+3407,4.35E-12,4.50E-13,2.5531943,fsrq,174.1139332,34.12763448,1.33695,LSP,3.55E-13,-inf,MG2 J113627+3408
4FGL J1138.4+4857,2.74E-12,4.02E-13,2.8270414,fsrq,174.5087184,48.98256681,1.304,LSP,3.09E-13,-inf,GB6 J1138+4858
4FGL J1145.5+4423,1.75E-12,3.77E-13,2.4805868,fsrq,176.410494,44.3394207,0.299836,LSP,1.04E-12,-inf,B3 1143+446A
4FGL J1145.7+0453,2.34E-12,4.81E-13,3.0075574,fsrq,176.3388131,4.924080058,1.342,,0,-inf,PKS 1142+052
4FGL J1146.6-2902,2.29E-12,4.49E-13,2.3254437,fsrq,176.6091191,-28.98847353,0.45,LSP,1.38E-12,-inf,PKS 1143-287
4FGL J1146.9+3958,4.96E-11,1.15E-12,2.3826013,fsrq,176.742908,39.97619566,1.089,LSP,3.76E-12,43.1279,S4 1144+40
4FGL J1147.8-0724,9.93E-12,7.80E-13,2.4213653,fsrq,176.9648085,-7.411428114,1.342,LSP,9.34E-13,10.6011,PKS 1145-071
4FGL J1148.5+2629,3.02E-12,4.92E-13,2.9235892,fsrq,176.9990163,26.59509232,0.867225,LSP,1.66E-12,-inf,TXS 1145+268
4FGL J1152.3-0839,1.01E-11,6.79E-13,2.4123645,fsrq,178.0717063,-8.684253883,2.37,LSP,1.99E-12,23.554,PKS B1149-084
4FGL J1152.8+3308,2.87E-12,4.58E-13,3.0139525,fsrq,178.2162925,33.12187892,1.397596,LSP,1.99E-12,-inf,B2 1150+33A
4FGL J1153.0+8056,3.56E-12,5.62E-13,2.8695054,fsrq,178.3020801,80.97476516,1.25,LSP,1.71E-12,-inf,S5 1150+81
4FGL J1154.0+4037,3.25E-12,4.25E-13,2.1146507,fsrq,178.4777457,40.61461646,0.925125,LSP,4.68E-13,48.6804,B3 1151+408
4FGL J1154.0+6018,6.12E-12,5.13E-13,2.6984088,fsrq,178.5188971,60.37244883,1.12,LSP,9.27E-12,-inf,RX J1154.0+6022
4FGL J1158.5+4824,3.38E-12,4.56E-13,2.4425726,fsrq,179.6115396,48.42117495,2.028,LSP,3.57E-13,-inf,GB1 1155+486
4FGL J1159.3-2142,1.75E-11,9.30E-13,2.4320006,fsrq,179.8393022,-21.71247585,0.617,LSP,1.71E-12,13.5104,PMN J1159-2142
4FGL J1159.5+2914,7.89E-11,1.44E-12,2.1925628,fsrq,179.8826413,29.24550745,0.729,LSP,9.60E-12,48.017,Ton 599
4FGL J1202.5-0528,1.62E-12,3.48E-13,2.834307,fsrq,180.6426086,-5.467358589,0.381,LSP,3.61E-12,-inf,PKS 1200-051
4FGL J1204.8+0407,3.43E-12,4.99E-13,2.5781493,fsrq,181.2153168,4.13724947,1.947,LSP,2.35E-13,-inf,MG1 J120448+0408
4FGL J1205.7-2635,9.44E-12,6.98E-13,2.5291886,fsrq,181.3883846,-26.56790664,0.789,LSP,1.34E-12,12.5138,PKS 1203-26
4FGL J1207.7-0106,4.32E-12,5.16E-13,2.3375936,fsrq,181.9236567,-1.110191744,1.006,LSP,9.66E-13,11.7704,AT20G J120741-010630
4FGL J1208.9+5441,1.79E-11,5.74E-13,2.5895302,fsrq,182.2260685,54.69948982,1.345123,LSP,1.40E-12,13.7905,TXS 1206+549
4FGL J1209.7+2548,2.94E-12,3.52E-13,2.136309,fsrq,182.4378967,25.78437042,1.435,LSP,3.63E-13,-inf,B2 1207+26
4FGL J1209.8+1810,6.22E-12,5.47E-13,2.4110923,fsrq,182.4656786,18.16856131,0.845,LSP,7.32E-13,15.3947,MG1 J120953+1809
4FGL J1213.6+1306,5.88E-12,6.44E-13,2.465626,fsrq,183.3840435,13.12247348,1.14024,LSP,6.34E-13,-inf,4C +13.46
4FGL J1215.0+1656,9.02E-12,6.04E-13,2.410009,fsrq,183.7665798,16.91054358,1.132,LSP,9.94E-13,50.8861,TXS 1212+171
4FGL J1219.0+4827,1.45E-12,3.88E-13,2.4140222,fsrq,184.7767281,48.49893466,1.076,LSP,9.85E-13,-inf,ON 428
4FGL J1220.1+7105,2.19E-11,8.60E-13,2.3239832,fsrq,185.0151184,71.09198155,0.451,LSP,3.60E-13,49.1006,S5 1217+71
4FGL J1222.5+0414,2.27E-11,1.03E-12,2.7858946,fsrq,185.5939568,4.2210489,0.9642,LSP,4.59E-12,-inf,4C +04.42
4FGL J1223.9+5000,5.40E-12,5.87E-13,2.5419528,fsrq,186.041328,50.03207846,1.063952,LSP,8.54E-13,-inf,SBS 1221+503
4FGL J1225.0+0330,5.62E-12,4.29E-13,2.6270943,fsrq,186.2184296,3.513970137,0.956,LSP,6.12E-13,-inf,4C +03.23
4FGL J1228.7+4858,5.49E-12,5.52E-13,2.5555983,fsrq,187.2156994,48.96702521,1.716056,LSP,9.40E-13,-inf,TXS 1226+492
4FGL J1232.5+4821,4.20E-12,4.45E-13,2.3582668,fsrq,188.1449482,48.35915022,1.588,LSP,1.67E-13,19.9631,GB 1230+486
4FGL J1238.5-1201,6.14E-12,6.46E-13,2.660298,fsrq,189.5308986,-11.99018084,1.32,,0,-inf,TXS 1235-117
4FGL J1239.5+0443,6.98E-11,1.45E-12,2.3737445,fsrq,189.886482,4.718120344,1.761,LSP,1.06E-12,26.3673,MG1 J123931+0443
4FGL J1242.4-2948,1.61E-12,4.03E-13,3.0135021,fsrq,190.7948761,-29.72336197,1.135,LSP,1.52E-12,-inf,PKS 1240-294
4FGL J1246.7-2548,7.99E-11,1.77E-12,2.3127615,fsrq,191.6950085,-25.79702473,0.635,LSP,1.26E-11,38.0487,PKS 1244-255
4FGL J1251.3-1719,6.40E-12,5.82E-13,2.9740255,fsrq,192.810318,-17.28698921,0.606,LSP,6.30E-13,-inf,PMN J1251-1717
4FGL J1254.9+1138,6.22E-12,6.18E-13,2.7910984,fsrq,193.6593984,11.68497084,0.872,LSP,6.10E-13,-inf,ON 187
4FGL J1257.8+3228,1.10E-11,7.56E-13,2.3248267,fsrq,194.488466,32.49147959,0.806,LSP,3.28E-12,42.4085,ON 393
4FGL J1258.6-1759,1.43E-11,7.20E-13,2.392148,fsrq,194.6595904,-18.00086791,1.956,LSP,7.49E-13,-inf,PKS B1256-177
4FGL J1258.8-2219,2.17E-11,1.20E-12,2.3946154,fsrq,194.7269949,-22.3253125,1.303,LSP,2.53E-12,32.7734,PKS 1256-220
4FGL J1300.4+1416,9.39E-12,6.05E-13,2.737849,fsrq,195.0871618,14.28848101,1.108552,LSP,5.06E-13,-inf,OW 197
4FGL J1301.6+3336,2.95E-12,5.05E-13,2.5930498,fsrq,195.371478,33.61677334,1.0084,LSP,3.19E-13,-inf,MG2 J130126+3337
4FGL J1303.6-4622,5.85E-12,6.46E-13,2.2143722,fsrq,195.9178351,-46.35067377,1.664,LSP,9.45E-13,34.3982,PMN J1303-4621
4FGL J1304.6-0348,1.81E-12,4.67E-13,2.1760554,fsrq,196.1818425,-3.767375342,1.25,LSP,6.29E-13,-inf,PKS 1302-035
4FGL J1308.5+3547,4.34E-12,4.64E-13,2.3659832,fsrq,197.0987881,35.77699,1.055,LSP,1.45E-12,-inf,5C 12.291
4FGL J1310.5+3221,2.71E-11,1.97E-12,2.3395188,fsrq,197.6194327,32.34549523,0.997,LSP,5.82E-12,44.8369,OP 313
4FGL J1310.9+5514,3.47E-12,3.73E-13,2.5073543,fsrq,197.7633783,55.23175622,0.9245,,0,-inf,TXS 1308+554
4FGL J1311.0+3233,1.36E-11,1.73E-12,2.398504,fsrq,197.7475114,32.55956932,1.639,LSP,2.16E-12,17.0917,RX J131058.8+323335
4FGL J1312.8-0425,1.12E-11,7.83E-13,2.3968716,fsrq,198.2120884,-4.413858944,0.8249,LSP,5.22E-13,23.9094,PKS B1310-041
4FGL J1316.1-3338,2.92E-11,1.30E-12,2.3257072,fsrq,199.0332747,-33.64977021,1.21,LSP,3.51E-12,96.6705,PKS 1313-333
4FGL J1317.6+3428,5.19E-12,4.90E-13,2.5342805,fsrq,199.4020591,34.42109235,1.05,LSP,2.12E-12,-inf,S4 1315+34
4FGL J1320.7+3314,2.39E-12,4.46E-13,2.5084217,fsrq,200.1384002,33.19507143,0.923783,ISP,4.37E-13,-inf,87GB 131814.4+332742
4FGL J1321.1+2216,2.16E-11,1.04E-12,2.3711362,fsrq,200.2966773,22.27003007,0.943,LSP,1.86E-12,38.5055,TXS 1318+225
4FGL J1321.3-2641,2.36E-12,5.52E-13,2.5858026,fsrq,200.3084871,-26.60290702,2.027,LSP,3.98E-13,-inf,PKS 1318-263
4FGL J1322.0+8317,4.41E-12,4.57E-13,2.395293,fsrq,200.4400373,83.27039547,1.024,LSP,5.72E-13,29.9722,S5 1322+83
4FGL J1322.2+0842,3.94E-12,4.82E-13,2.2621434,fsrq,200.5424103,8.709124894,0.32549,LSP,2.18E-12,126.308,NVSS J132210+084231
4FGL J1322.6-0936,1.37E-11,7.61E-13,2.6208105,fsrq,200.6538026,-9.627166717,1.864,LSP,1.20E-12,10.8421,PKS B1319-093
4FGL J1324.9+4748,2.69E-12,4.99E-13,2.6739085,fsrq,201.1222602,47.72239573,2.26,,0,-inf,TXS 1322+479
4FGL J1326.7-0503,1.02E-12,3.63E-13,1.6777644,fsrq,201.7275581,-5.016381489,1.882,LSP,2.25E-13,90.9679,TXS 1324-047
4FGL J1326.9+2210,1.76E-11,9.28E-13,2.492763,fsrq,201.7535888,22.18060078,1.398,LSP,1.93E-12,24.6241,B2 1324+22
4FGL J1331.7-0343,3.72E-12,7.96E-13,2.9183896,fsrq,202.8715061,-3.687253897,1.352,LSP,4.61E-13,-inf,PKS 1328-034
4FGL J1332.0-0509,3.97E-11,1.56E-12,2.5144165,fsrq,203.0186028,-5.162029483,2.15,LSP,7.49E-12,27.0286,PKS 1329-049
4FGL J1332.2+4722,3.00E-12,4.65E-13,2.6418126,fsrq,203.1885268,47.37296324,0.6687,LSP,7.08E-13,-inf,B3 1330+476
4FGL J1332.6-1256,3.03E-11,1.72E-12,2.4186203,fsrq,203.1635475,-12.9375953,1.492,LSP,4.93E-13,21.943,PMN J1332-1256
4FGL J1333.2+2725,6.00E-12,4.69E-13,2.3151128,fsrq,203.2812113,27.42177301,0.731,LSP,1.39E-12,20.9243,MG2 J133305+2725
4FGL J1333.7+5056,9.05E-12,5.06E-13,2.3384774,fsrq,203.4740996,50.95997648,1.362,LSP,2.68E-13,28.6338,CLASS J1333+5057
4FGL J1334.5+5634,1.36E-12,3.29E-13,2.360104,fsrq,203.6562212,56.52996049,0.342578,ISP,1.02E-12,-inf,TXS 1332+567
4FGL J1337.4+5502,1.84E-12,4.41E-13,2.7583983,fsrq,204.4568428,55.01725485,1.099576,LSP,6.19E-13,-inf,S4 1335+55
4FGL J1337.6-1257,1.94E-11,1.15E-12,2.4217038,fsrq,204.4157616,-12.95685928,0.539,LSP,1.17E-11,17.8623,PKS 1335-127
4FGL J1338.0+6534,3.46E-12,4.73E-13,2.7232666,fsrq,204.3169153,65.54619905,0.946,LSP,5.17E-13,-inf,87GB 133543.8+654752
4FGL J1339.1-2620,3.01E-12,5.01E-13,2.2433553,fsrq,204.8328782,-26.34180434,1.51,LSP,1.04E-12,-inf,PKS 1336-260
4FGL J1339.9-0138,1.78E-12,3.24E-13,2.3094804,fsrq,205.0192294,-1.629595319,1.62,LSP,4.51E-13,-inf,PKS 1337-013
4FGL J1341.8-2053,7.50E-12,7.22E-13,2.731449,fsrq,205.5197481,-20.85820597,1.582,LSP,1.96E-12,-inf,PKS B1339-206
4FGL J1342.6+0944,3.05E-12,4.62E-13,2.1467204,fsrq,205.6667617,9.797878469,0.28279,,0,-inf,NVSS J134240+094752
4FGL J1343.6+5755,1.70E-12,3.58E-13,2.7190156,fsrq,205.9900846,57.91178867,0.933,ISP,4.14E-13,-inf,6C B134209.5+581020
4FGL J1344.0+6605,2.93E-12,4.22E-13,2.403549,fsrq,206.036165,66.10323438,1.351,LSP,5.18E-13,16.8961,GC 1342+663
4FGL J1344.2-1723,1.76E-11,9.70E-13,2.232561,fsrq,206.0600102,-17.39455427,2.49,LSP,2.41E-12,29.6699,PMN J1344-1723
4FGL J1345.5+4453,9.42E-11,1.41E-12,2.273348,fsrq,206.3882187,44.88321459,2.534,LSP,5.77E-13,50.3013,B3 1343+451
4FGL J1345.8+0706,1.15E-11,6.38E-13,2.443117,fsrq,206.4554782,7.108644606,1.0933,LSP,2.39E-12,35.2608,TXS 1343+073
4FGL J1347.6-3751,4.95E-12,5.98E-13,2.3374417,fsrq,206.918454,-37.84350561,1.3,LSP,1.02E-12,-inf,PMN J1347-3750
4FGL J1349.5-1131,1.38E-11,7.69E-13,2.4940784,fsrq,207.3810135,-11.54828609,0.34,ISP,1.55E-12,10.263,PKS 1346-112
4FGL J1350.8+3033,8.94E-12,5.08E-13,2.4153125,fsrq,207.7197343,30.58155297,0.711515,LSP,1.46E-12,20.0713,B2 1348+30B
4FGL J1351.0+0029,2.95E-12,4.74E-13,2.436807,fsrq,207.7684761,0.5220851111,2.084,LSP,4.02E-13,-inf,PKS 1348+007
4FGL J1354.3-0206,4.06E-12,6.12E-13,2.7275488,fsrq,208.5287305,-2.100886269,3.716,LSP,3.88E-13,-inf,PKS 1351-018
4FGL J1354.8-1041,9.35E-12,8.01E-13,2.4198596,fsrq,208.6938279,-10.68407119,0.33,LSP,2.61E-12,21.0211,PKS 1352-104
4FGL J1357.1+1921,4.37E-12,5.41E-13,2.7575893,fsrq,209.2684861,19.31871454,0.72,,0,-inf,4C +19.44
4FGL J1358.1+7642,5.85E-12,4.02E-13,2.3728662,fsrq,209.4807147,76.72251416,1.585,LSP,7.23E-13,10.6262,S5 1357+76
4FGL J1359.1+5544,6.50E-12,5.30E-13,2.4265208,fsrq,209.7739309,55.74149547,1.014,LSP,1.28E-12,40.5759,87GB 135720.6+555936
4FGL J1359.4+0202,3.68E-12,6.31E-13,2.385009,fsrq,209.8631222,1.998489739,1.325654,LSP,1.35E-12,-inf,PKS 1356+022
4FGL J1359.7+4012,3.88E-12,4.07E-13,2.608794,fsrq,209.9087261,40.19395852,0.407,LSP,2.08E-12,-inf,87GB 135731.7+402612
4FGL J1401.2-0915,3.13E-12,4.84E-13,2.0854545,fsrq,210.2722159,-9.275436553,0.667,LSP,4.91E-13,17.7647,PKS B1358-090
4FGL J1402.6-3330,3.85E-12,6.38E-13,2.7580202,fsrq,210.6725006,-33.56917191,2.14,,0,-inf,PMN J1402-3334
4FGL J1408.9-0751,1.86E-11,1.45E-12,2.3540058,fsrq,212.2353383,-7.874074047,1.493,LSP,2.21E-12,25.9271,PKS B1406-076
4FGL J1415.9-1002,7.34E-12,5.65E-13,2.7370229,fsrq,213.8368073,-9.932869911,2.001,LSP,5.54E-13,-inf,PKS B1412-096
4FGL J1417.9+4613,1.13E-11,4.65E-12,2.9706252,fsrq,214.2839966,46.11817169,1.554,LSP,7.72E-13,-inf,4C +46.29
4FGL J1418.7-3504,4.05E-12,6.16E-13,2.7940395,fsrq,214.7454871,-35.16180776,1.544,LSP,1.24E-12,-inf,PKS 1415-349
4FGL J1419.4-0838,2.26E-11,1.04E-12,2.24343,fsrq,214.8439836,-8.642261275,0.903,LSP,1.33E-12,19.6836,NVSS J141922-083830
4FGL J1419.5+3821,7.25E-12,5.26E-13,2.4721866,fsrq,214.944224,38.36346529,1.831,LSP,1.69E-12,72.229,B3 1417+385
4FGL J1421.1+3859,5.69E-12,6.00E-13,2.6699238,fsrq,215.2751312,38.92300797,0.489,,0,-inf,TXS 1419+391
4FGL J1422.3+3223,4.92E-12,4.26E-13,2.400952,fsrq,215.626579,32.38623336,0.682,LSP,1.03E-12,54.4997,OQ 334
4FGL J1423.5-7829,3.21E-12,6.40E-13,2.481124,fsrq,215.9314551,-78.49302761,0.788,LSP,3.65E-13,-inf,PKS 1418-782
4FGL J1426.4+3625,2.54E-12,5.77E-13,2.6762571,fsrq,216.6545313,36.41932598,1.091,LSP,7.90E-13,-inf,B2 1424+36
4FGL J1428.3+5635,4.81E-12,5.63E-13,2.543071,fsrq,217.1031494,56.60312271,2.129,LSP,2.54E-13,-inf,87GB 142651.1+564919
4FGL J1428.9+5406,2.16E-12,3.97E-13,2.5736613,fsrq,217.3411616,54.10308971,3.013,LSP,2.31E-13,-inf,S4 1427+543
4FGL J1433.0-1801,4.77E-12,6.80E-13,2.5971973,fsrq,218.2403776,-18.02645795,2.331,LSP,5.62E-13,-inf,PKS 1430-178
4FGL J1434.2+4204,4.21E-12,4.24E-13,2.458336,fsrq,218.523727,42.05444208,1.24,LSP,3.98E-13,-inf,B3 1432+422
4FGL J1434.7+1950,1.53E-11,9.59E-13,2.3031569,fsrq,218.6658057,19.86687103,1.382,LSP,3.79E-13,17.4537,OQ 253
4FGL J1436.9+2321,4.89E-12,5.60E-13,2.4924488,fsrq,219.1707545,23.35090546,1.547438,LSP,9.25E-13,13.2195,PKS B1434+235
4FGL J1438.0-3128,2.38E-12,5.27E-13,2.4437861,fsrq,219.5449404,-31.37459053,1.287,,0,-inf,PKS 1435-311
4FGL J1438.9+3710,1.18E-11,7.11E-13,2.4072416,fsrq,219.7233791,37.17650458,2.401,LSP,7.89E-13,11.4393,B2 1436+37B
4FGL J1441.6-1522,3.97E-12,8.60E-13,2.3885636,fsrq,220.4392385,-15.39340701,2.638,LSP,3.60E-13,-inf,PMN J1441-1523
4FGL J1443.9+2501,5.01E-11,1.53E-12,2.0921166,fsrq,220.9870508,25.0290252,0.939,LSP,5.72E-13,58.3727,PKS 1441+25
4FGL J1446.7+1719,2.88E-12,5.14E-13,2.4971426,fsrq,221.6472763,17.35210586,1.024,LSP,9.78E-13,-inf,S3 1444+17
4FGL J1449.6-2137,9.15E-13,3.04E-13,2.3624418,fsrq,222.4165649,-21.6568718,0.938,LSP,2.20E-13,-inf,PKS B1446-214
4FGL J1450.4+0910,5.13E-12,5.37E-13,2.3936188,fsrq,222.6298705,9.174431953,2.611,LSP,1.09E-12,-inf,TXS 1448+093
4FGL J1453.5+3505,1.71E-12,3.85E-13,2.363123,fsrq,223.3272719,35.09426758,0.721,LSP,4.80E-13,-inf,MG2 J145315+3506
4FGL J1454.1+1622,6.16E-12,5.59E-13,2.4086792,fsrq,223.586896,16.40676967,1.2763,LSP,3.47E-13,18.1476,CLASS J1454+1623
4FGL J1454.4-3744,8.41E-12,9.50E-13,2.5535352,fsrq,223.6142073,-37.79254024,0.314,LSP,4.56E-12,-inf,PKS 1451-375
4FGL J1459.5+1527,2.24E-12,4.37E-13,2.1039872,fsrq,224.8423089,15.44854804,0.3711,LSP,1.25E-12,82.7717,MG1 J145921+1526
4FGL J1506.1+3731,2.78E-11,7.73E-13,2.496249,fsrq,226.5397082,37.51420347,0.673,LSP,2.28E-12,26.6169,B2 1504+37
4FGL J1509.6-4334,5.26E-12,9.36E-13,2.677949,fsrq,227.3989048,-43.67553649,0.776,LSP,9.48E-13,-inf,PMN J1509-4340
4FGL J1510.1+5702,2.25E-12,4.37E-13,2.88175,fsrq,227.5121765,57.0453822,4.313,,0,-inf,GB 1508+5714
4FGL J1510.8-0542,1.61E-11,1.15E-12,2.4480126,fsrq,227.7232976,-5.718727106,1.191,LSP,2.44E-12,57.5214,PKS 1508-05
4FGL J1512.2+0202,1.64E-11,1.01E-12,2.1459827,fsrq,228.0655906,2.054716458,0.219915,LSP,3.10E-12,31.2748,PKS 1509+022
4FGL J1513.4-3231,1.08E-11,8.66E-13,2.4574244,fsrq,228.4124325,-32.58315177,1.153,LSP,2.95E-12,-inf,PKS 1510-324
4FGL J1520.5+4209,3.23E-12,4.53E-13,2.504795,fsrq,230.1655078,42.1865144,0.484,,0,-inf,B3 1518+423
4FGL J1521.8+4338,4.47E-12,5.77E-13,2.935895,fsrq,230.4567245,43.61090783,2.1677,LSP,6.41E-13,-inf,B3 1520+437
4FGL J1522.1+3144,1.58E-10,1.98E-12,2.4126687,fsrq,230.5416322,31.73732832,1.489,LSP,6.70E-13,50.6172,B2 1520+31
4FGL J1527.3+3117,2.85E-12,9.86E-13,2.569496,fsrq,231.8280706,31.25677359,1.392,,0,-inf,B2 1525+31
4FGL J1534.8+0131,1.32E-11,7.13E-13,2.4206076,fsrq,233.718557,1.517835133,1.428,LSP,1.55E-12,37.1468,PKS 1532+01
4FGL J1539.6+2743,9.42E-12,5.51E-13,2.3302116,fsrq,234.9130714,27.74394762,2.196,LSP,9.55E-13,30.2275,MG2 J153938+2744
4FGL J1542.3+1801,2.62E-12,5.32E-13,2.5223632,fsrq,235.5814667,17.93554688,1.65942,,0,-inf,OR 167
4FGL J1549.5+0236,1.50E-11,7.83E-13,2.4144902,fsrq,237.3726535,2.616989778,0.414,LSP,6.60E-12,11.4192,PKS 1546+027
4FGL J1550.7+0528,9.31E-12,7.67E-13,2.361517,fsrq,237.6469552,5.452902317,1.422,LSP,4.58E-12,11.3106,4C +05.64
4FGL J1553.6+1257,1.71E-11,9.29E-13,2.3990192,fsrq,238.3862411,12.94769881,1.29,LSP,1.63E-12,11.876,PKS 1551+130
4FGL J1553.6-2422,1.61E-11,8.81E-13,2.2970994,fsrq,238.3817825,-24.36834337,0.332,,0,55.5521,PKS 1550-242
4FGL J1557.9-0001,2.89E-12,6.39E-13,2.4475787,fsrq,239.4643082,-0.0306705,1.77,LSP,8.15E-13,-inf,PKS 1555+001
4FGL J1557.9-1404,1.74E-12,2.86E-13,2.2351396,fsrq,239.5914496,-14.16640391,0.097,HSP,5.97E-12,-inf,PKS 1555-140
4FGL J1604.6+5714,1.92E-11,7.49E-13,2.4165502,fsrq,241.1556443,57.24351693,0.72,LSP,2.16E-12,19.6244,GB6 J1604+5714
4FGL J1606.5+2717,2.83E-12,4.93E-13,2.677999,fsrq,241.742918,27.28488429,0.934,,0,-inf,B2 1604+27
4FGL J1608.3+4012,1.22E-12,2.99E-13,2.341534,fsrq,242.0923237,40.20495369,0.628143,LSP,1.19E-12,-inf,B2 1606+40
4FGL J1608.7+1029,1.37E-11,8.28E-13,2.5873656,fsrq,242.1925133,10.48549325,1.226,LSP,2.89E-12,-inf,4C +10.45
4FGL J1610.6+2414,2.93E-12,5.38E-13,2.5547948,fsrq,242.6751115,24.24694768,1.449,LSP,4.69E-13,-inf,B2 1608+24
4FGL J1613.6+3411,1.11E-11,5.84E-13,2.4374876,fsrq,243.421101,34.21330802,1.399,LSP,3.73E-12,20.6739,OS 319
4FGL J1615.6+4712,5.14E-12,4.64E-13,2.1893528,fsrq,243.9217383,47.1866011,0.19863,ISP,2.37E-12,25.8569,B3 1614+473
4FGL J1616.6+4630,2.50E-12,4.82E-13,2.6000006,fsrq,244.0156948,46.54034438,0.95206,LSP,3.21E-13,-inf,MG4 J161600+4632
4FGL J1617.9-7718,2.25E-11,9.90E-13,2.6073296,fsrq,244.4553185,-77.28846323,1.71,LSP,2.76E-12,17.5739,PKS 1610-77
